"Offset","Position","Title","Identifier","Array","Access","Type","Reset Value","Reset Mask","Description","Documentation Source","Group","Is Implemented?","RISCV Privilege Level"
,"[3:0]","ID of the event to wait for","event_id","","R/W","configuration","",,"Field encoding is as follows:
0x0 - TensorLoad_0. TensorLoad to L1 Scratchpad with ID = 0 is complete.
0x1 - TensorLoad_1. TensorLoad to L1 Scratchpad with ID = 1 is complete.
0x2 - TensorLoad2_0. TensorLoadL2 with ID = 0 is complete.
0x3 - TensorLoad2_1. TensorLoadL2 with ID = 1 is complete.
0x4 - Prefetch_0. Prefetch to L2/L3 with ID = 0 is complete.
0x5 - Prefetch_1. Prefetch to L2/L3 with ID = 1 is complete.
0x6 - Cacheop. All previous Cacheops are complete.
0x7 - TensorFMA. TensorFMA is complete.
0x8 - TensorStore. TensorStore/TensorStoreFromScp  is complete.
0x9 - TensorReduce. TensorReduce is complete.
0xA - TensorQuant. TensorQuant is complete.",,,,
"0x83f",,"","tensor_load","","R/W","register","0x0000000000000000","0x000f000000000030","TensorLoad is a pseudo-instruction that loads data from memory (bypassing the L1) into the L1 scratchpad. The data to be loaded is specified using a base address, a stride, and a count of cache lines to be loaded specified in xs. The data is written into the L1 scratchpad at the provided starting cache line (xs[58:53]). TensorLoad supports cooperative operation with the other Minions in the same neighborhood. The tensor_mask CSR controls which cache lines are loaded from memory. Tensor Load operations implicitly use x31[47:6] for the stride value, x31[0] for ID. For more information, please refer to PRM-10. ","PRM-10","ET_TensorExtension",,"user"
,"[3:0]","Number of Lines (minus 1)","num_lines","","R/W","configuration","",,"",,,,
,"[47:6]","Virtual Address ","va","","R/W","configuration","",,"Lower 6-bits omitted",,,,
,"[52]","Is Tensor B?","is_tensor_b","","R/W","configuration","",,"if (TensorLoadSetupB) value = 1, else value = 0",,,,
,"[58:53]","L1 Scratchpad starting cache line","l1_scp_start_cl","","R/W","configuration","",,"L1 Scratchpad starting cache line,",,,,
,"[61:59]","Tensor Load variant","tensor_load_variant","","R/W","configuration","",,"Look at PRM-10 for complete details.  Some examples shown below (potentially incomplete)
000 - TensorLoad
001 - TensorLoadInterleave8
010 - TensorLoadInterleave16
101 - TensorLoadTranspose8
110 - TensorLoadTranspose16
111 - TensorLoadTranspose32",,,,
,"[62]","Cooperative TensorLoad","coop_tload","","R/W","configuration","",,"Cooperative TensorLoad",,,,
,"[63]","Use the tensor_massk CSlR","use_tensor_mask","","R/W","configuration","",,"Use the tensor_massk CSlR",,,,
"0x840",,"Gather/Scatter Progress","gsc_progress","","R/W","register","0x0000000000000000","0xfffffffffffffff8","The Gather/Scatter Progress (GSC_PROGRESS) register is a 3-bit read/write register, holding an integer value. The value of the register denotes the next element to be processed by a Gather or Scatter SIMD operation.","PRM-0",,,"user"
,"[2:0]","Gather/Scatter Progress value N","gsc_progress","","R/W","configuration","",,"When a gather or scatter operation is interrupted halfway through its execution while processing the n-th element of a vector, and the processing of the n-th element is not complete, then the GSC_PROGRESS register is written with the value n. When a gather or scatter instruction executes successfully the value of GSC_PROGRESS is set to 0.",,,,
"0x85f",,"","tensor_load_l2scp","","R/W","register","",,"See PRM-10 for complete details. Translates the given VA to a PA, issues a read request to the next hierarchy level after L2 and writes the data in the L2 scratchpad position specified by the instruction. If NumLines > 0, it adds the stride in the x31 register to the VA, increments the L2 scratchpad destination by 1 and repeats the operation as many times as indicated by the NumLines field. Always returns 0 in xd. Implicitly uses register x31[47:6] for the stride value, x31[0] for ID.","PRM-10","ET_TensorExtension",,"user"
,"[3:0]","NumLines (minus 1)","num_lines","","R/W","configuration","",,"NumLines (minus 1)",,,,
,"[5:4]","L2 Scratchpad starting cache line (PhysAddr[7:6])","l2scp_start_line_7_6","","R/W","configuration","",,"L2 Scratchpad starting cache line (PhysAddr[7:6])",,,,
,"[47:6]","Virtual Address (bits [47:6])","va","","R/W","configuration","",,"Virtual Address (bits [47:6])",,,,
,"[62:48]","L2 scratchpad starting cache line (PhysAddr[22:8])","l2scp_start_line_22_8","","R/W","configuration","",,"L2 scratchpad starting cache line (PhysAddr[22:8])",,,,
,"[63]","Use the tensor_mask CSR","use_tensor_mask","","R/W","configuration","",,"Use the tensor_mask CSR",,,,
"0x87f",,"","tensor_store","","R/W","register","0x0000000000000000","0x000000000000000f","","PRM-10","ET_TensorExtension",,"user"
,"[47:4]","Virtual Address","va","","R/W","configuration","",,"For TensorStore bits 47:4 are used for VA. For TensorStoreFromSCP bits 47:6 are used for VA. Lower order bits are omitted. ",,,,
,"[48]","Encoding to determine which Tensor Store Op","tensor_op_encoding","","R/W","configuration","",,"0 - TensorStore; 1 - TensorStoreFromSCP",,,,
,"[50:49]","Number of minions to cooperate with (minus 1)","num_coop_minions","","R/W","configuration","",,"Used for TensorStore only. Unused for TensorStoreFromSCP.",,,,
,"[54:51]","Number of Rows/Lines","num_rows","","R/W","configuration","",,"For TensorStore, A-matrix number of rows (minus 1), for TensorStoreFromSCP number of lines (minus 1)",,,,
,"[61:55]","Start Register/L1SCP Starting Cacheline","start_size","","R/W","configuration","",,"For TensorStore:
[61:57] - Start Register
[56:55] - A-Matrix row size in groups of 16B (minus 1); MUST be a power of 2
For TensorStoreFromSCP:
[61:56] - L1SCP Starting Cache Line
[55]: Reserved",,,,
,"[63:62]","Register/L1SCP stride (minus 1)","stride","","R/W","configuration","",,"",,,,
"0x89f",,"User-level Evict VA Cache operation","co_evict_va","","R/W","register","0x0000000000000000","0x73ff000000000030","User-level software can cause the eviction of a particular address from the L1 data cache. Translates the given VA to a PA and writes-back (if needed) the line containing PA from all cache levels between <L1> and <DestLevel-1> to level <DestLevel>. The line containing PA is invalidated in all levels from <L1> through <DestLevel-1>.If NumLines > 0, the stride located in register x31 is added to the VA and the operation is repeated as many times as indicated by the NumLines field. When xs[63] is 1, then the n-th operation is skipped (i.e., the cache line is not operated upon) if the n-th tensor_mask bit is clear. If the VA specifies a line that is hard-locked, then this operation is a NOP. If <DestLevel> is <L1> then this operation is a NOP.If address translation is disabled the Virtual Address field in xs specifies a Physical Address. If the Physical Address is outside the SoC address space then this operation is a NOP. The ID field in x31 is used to identify the operation for the purposes of the TensorWait pseudo-instruction.","PRM-8, Section 1.2.","ET_CacheControl",,"user"
,"[3:0]","Number of Lines (minus 1)","num_lines","","R/W","configuration","",,"Number of lines -1. ",,,,
,"[47:6]","Virtual Address[47:6]","va","","R/W","configuration","",,"Virtual Address[47:6].",,,,
,"[59:58]","Destination Level","dest_level","","R/W","configuration","",,"The values are as follows: 
00 - L1
01 - L2
10 - L3
11 - MEM",,,,
,"[63]","Use the tensor_mask CSR","use_tensor_mask","","R/W","configuration","",,"",,,,
"0x8bf",,"User-level Flush VA Cache operation","co_flush_va","","R/W","register","0x0000000000000000","0x73ff000000000030","User-level software can cause the flushing of a particular address from the L1 data cache. Translates the given VA to a PA, and writes-through (if needed) the line containing PA from all cache levels between <L1> and <DestLevel-1> to level <DestLevel>. At the end of the operation, levels <L1> through <DestLevel-1> will keep a clean copy of the line containing PA. If NumLines > 0, the stride located in register x31 is added to the VA and the operation is repeated as many times as indicated by the NumLines field. When xs[63] is 1, then the n-th operation is skipped (i.e., the cache line is not operated upon) if the n-th tensor_mask bit is clear. If <DestLevel> is <L1> then this operation is a NOP. If address translation is disabled the Virtual Address field in xs specifies a Physical Address. If the Physical Address is outside the SoC address space then this operation is a NOP. The ID field in x31 is used to identify the operation for the purposes of the TensorWait pseudo-instruction.","PRM-8","ET_CacheControl",,"user"
,"[3:0]","Number of Lines (minus 1)","num_lines","","R/W","configuration","",,"Number of Lines -1.",,,,
,"[47:6]","Virtual Address[47:6]","va","","R/W","configuration","",,"Virtual Address[47:6].",,,,
,"[59:58]","Destination Level","dest_level","","R/W","configuration","",,"The values are as follows: 
00 - L1
01 - L2
10 - L3
11 - MEM",,,,
,"[63]","Use the tensor_mask CSR","use_tensor_mask","","R/W","configuration","",,"",,,,
"0x8cc",,"user level control for msg port0","umsg_port0","","R/W","register","",,"This register is not implemented.",,"ET_Messaging","0","user"
,"[63:0]","user level control for msg port0","umsg_port0","","R/W","configuration","",,"This register is not implemented.",,"ET_Messaging","0","user"
"0x8cd",,"user level control for msg port1","umsg_port1","","R/W","register","",,"This register is not implemented.",,"ET_Messaging","0","user"
,"[63:0]","user level control for msg port1","umsg_port1","","R/W","configuration","",,"This register is not implemented.",,"ET_Messaging","0","user"
"0x8ce",,"user level control for msg port2","umsg_port2","","R/W","register","",,"This register is not implemented.",,"ET_Messaging","0","user"
,"[63:0]","user level control for msg port2","umsg_port2","","R/W","configuration","",,"This register is not implemented.",,"ET_Messaging","0","user"
"0x8cf",,"user level control for msg port3","umsg_port3","","R/W","register","",,"This register is not implemented.",,"ET_Messaging","0","user"
,"[63:0]","user level control for msg port3","umsg_port3","","R/W","configuration","",,"This register is not implemented.",,"ET_Messaging","0","user"
"0x8d0",,"CSR used by validation in simulation. ","validation0","","R/W","register","",,"Non synthesized. Not available/present in Silicon.","Wiki Page","ET_SimulationSpecific",,"user"
,"[63:0]","CSR used by validation in simulation. ","validation0","","R/W","configuration","",,"Non synthesized. Not available/present in Silicon.","Wiki Page","ET_SimulationSpecific",,"user"
"0x8d1",,"CSR used by validation in simulation. ","validation1","","R/W","register","",,"Non synthesized. Not available/present in Silicon.","Wiki Page","ET_SimulationSpecific",,"user"
,"[63:0]","CSR used by validation in simulation. ","validation1","","R/W","configuration","",,"Non synthesized. Not available/present in Silicon.","Wiki Page","ET_SimulationSpecific",,"user"
"0x8d2",,"CSR used by validation in simulation. ","validation2","","R/W","register","",,"Non synthesized. Not available/present in Silicon.","Wiki Page","ET_SimulationSpecific",,"user"
,"[63:0]","CSR used by validation in simulation. ","validation2","","R/W","configuration","",,"Non synthesized. Not available/present in Silicon.","Wiki Page","ET_SimulationSpecific",,"user"
"0x8d3",,"CSR used by validation in simulation. ","validation3","","R/W","register","",,"Non synthesized. Not available/present in Silicon.","Wiki Page","ET_SimulationSpecific",,"user"
,"[63:0]","CSR used by validation in simulation. ","validation3","","R/W","configuration","",,"Non synthesized. Not available/present in Silicon.","Wiki Page","ET_SimulationSpecific",,"user"
"0x8d5",,"Shadow of msleep_txfma_27","sleep_txfma_27","","R/W","register","",,"This register is not implemented. ",,"ET_SpecificCSRs","0","user"
,"[63:0]","Shadow of msleep_txfma_27","sleep_txfma_27","","R/W","configuration","",,"This register is not implemented. ",,"ET_SpecificCSRs","0","user"
"0x8df",,"User-Level Lock VA Cache operation","co_lock_va","","R/W","register","0x0000000000000000","0x7fff000000000030","User-level software can soft-lock and zero a cache line with this Cache op pseudo-instruction. ","PRM-8","ET_CacheControl",,"user"
,"[3:0]","Number of Lines (minus 1)","num_lines","","R/W","configuration","",,"Number of lines. If more than one line is selected using this field, then the VA is incremented by the stride, and the process repeats as many times as indicated by xs[3:0]+1.",,,,
,"[47:6]","Virtual Address[47:6]","va","","R/W","configuration","",,"This field contains the virtual address of the lock operation.",,,,
,"[63]","Use the tensor_mask CSR","use_tensor_mask","","R/W","configuration","",,"When set, use the tensor_mask CSR. When xs[63] is 1, then the n-th operation is skipped (i.e., the cache line is not operated upon) if the n-th tensor_mask bit is clear.",,,,
"0x8ff",,"User-Level Unlock VA Cache operation","co_unlock_va","","R/W","register","0x0000000000000000","0x7fff000000000030","User-level software can unlock a soft-locked cache line with this Cache op pseudo-instruction. ","PRM-8","ET_CacheControl",,"user"
,"[3:0]","Number of Lines (minus 1)","num_lines","","R/W","configuration","",,"If NumLines > 0, it adds the strides in the x31 registers to the VA and repeats the operation as many times as indicated by the NumLines field.",,,,
,"[47:6]","Virtual Address[47:6]","va","","R/W","configuration","",,"This field contains the virtual address of the unlock operation.",,,,
,"[63]","Use the tensor_mask CSR","use_tensor_mask","","R/W","configuration","",,"When xs[63] is 1, then the n-th operation is skipped (i.e., the cache line is not operated upon) if the n-th tensor_mask bit is clear.",,,,
"0x9cc",,"super level control for msg port0","smsg_port0","","R/W","register","",,"These 64-bit registers indicate the blocking control for each port in Supervisor mode. Each register is encoded as follows:
0: EnablePort. If set to 1 the port is enabled, otherwise the port is disabled.
1: Enable OutOfBand data on this port.
4: Umode. If set to 1, user mode software can operate the port using PORTHEAD0…PORTHEAD3 and PORTHEADNB0…PORTHEADNB3.
7:5: LogMsgSize. Logarithm of the message size in Bytes. Valid values: 2..5. Writing a value lower than 2 stores the value 2 in the field. Writing a value greater than 5 stores the value 5 in the field.
11:8: MaxMsgs. Maximum number of messages the port can hold - 1.
23:16: Set. Indicates the first set in the L1 cache where storage starts. The valid range of values for this field is 0...15. Attempting to write a value N greater than 15 sets the value of the field to (N mod 16).
31:24: Way. Indicates the L1 cache way where storage starts. All sets belonging to this port must be on the same way. The valid range of values for this field is 0...3. Attempting to write a value N greater than 3 sets the value of the field to (N mod 4).

",,"ET_Messaging",,"supervisor"
,"[63:0]","super level control for msg port0","smsg_port0","","R/W","configuration","",,"These 64-bit registers indicate the blocking control for each port in Supervisor mode. Each register is encoded as follows:
0: EnablePort. If set to 1 the port is enabled, otherwise the port is disabled.
1: Enable OutOfBand data on this port.
4: Umode. If set to 1, user mode software can operate the port using PORTHEAD0…PORTHEAD3 and PORTHEADNB0…PORTHEADNB3.
7:5: LogMsgSize. Logarithm of the message size in Bytes. Valid values: 2..5. Writing a value lower than 2 stores the value 2 in the field. Writing a value greater than 5 stores the value 5 in the field.
11:8: MaxMsgs. Maximum number of messages the port can hold - 1.
23:16: Set. Indicates the first set in the L1 cache where storage starts. The valid range of values for this field is 0...15. Attempting to write a value N greater than 15 sets the value of the field to (N mod 16).
31:24: Way. Indicates the L1 cache way where storage starts. All sets belonging to this port must be on the same way. The valid range of values for this field is 0...3. Attempting to write a value N greater than 3 sets the value of the field to (N mod 4).

",,"ET_Messaging",,"supervisor"
"0x9cd",,"super level control for msg port1","smsg_port1","","R/W","register","",,"",,"ET_Messaging",,"supervisor"
,"[63:0]","super level control for msg port1","smsg_port1","","R/W","configuration","",,"",,"ET_Messaging",,"supervisor"
"0x9ce",,"super level control for msg port2","smsg_port2","","R/W","register","",,"",,"ET_Messaging",,"supervisor"
,"[63:0]","super level control for msg port2","smsg_port2","","R/W","configuration","",,"",,"ET_Messaging",,"supervisor"
"0x9cf",,"super level control for msg port3","smsg_port3","","R/W","register","",,"",,"ET_Messaging",,"supervisor"
,"[63:0]","super level control for msg port3","smsg_port3","","R/W","configuration","",,"",,"ET_Messaging",,"supervisor"
"0xb00",,"Machine cycle counter","mcycle","","R/W","register","0","0xffffffffffffffff","This register is hardwired to 0. This means that writes to the register are ignored, and reads always return 0.","PRM-0","MachineCounterTimers","0","machine"
,"[63:0]","Machine cycle counter","mcycle","","R/W","configuration","0",,"This register is hardwired to 0. This means that writes to the register are ignored, and reads always return 0.","PRM-0","MachineCounterTimers","0","machine"
"0xb02",,"Machine instructions-retired counter","minstret","","R/W","register","0","0xffffffffffffffff","This register is hardwired to 0. This means that writes to the register are ignored, and reads always return 0.","PRM-0","MachineCounterTimers","0","machine"
,"[63:0]","Machine instructions-retired counter","minstret","","R/W","configuration","0",,"This register is hardwired to 0. This means that writes to the register are ignored, and reads always return 0.","PRM-0","MachineCounterTimers","0","machine"
"0xb03",,"Machine performance-monitoring counter","mhpmcounter3","","R/W","register","0","0xffffffffffffffff","Machine performance monitoring counter 3. This counter countes Minion events. See Event register at offset 0x323 below.",,"MachineCounterTimers",,"machine"
,"[63:0]","Machine performance-monitoring counter","mhpmcounter3","","R/W","configuration","0",,"Machine performance monitoring counter 3. This counter countes Minion events. See Event register at offset 0x323 below.",,"MachineCounterTimers",,"machine"
"0xb04",,"Machine performance-monitoring counter","mhpmcounter4","","R/W","register","0","0xffffffffffffffff","Machine performance monitoring counter 4. This counter countes Minion events. See Event register at offset 0x324 below.",,"MachineCounterTimers",,"machine"
,"[63:0]","Machine performance-monitoring counter","mhpmcounter4","","R/W","configuration","0",,"Machine performance monitoring counter 4. This counter countes Minion events. See Event register at offset 0x324 below.",,"MachineCounterTimers",,"machine"
"0xb05",,"Machine performance-monitoring counter","mhpmcounter5","","R/W","register","0","0xffffffffffffffff","Machine performance monitoring counter 5. This counter countes Minion events. See Event register at offset 0x325 below.",,"MachineCounterTimers",,"machine"
,"[63:0]","Machine performance-monitoring counter","mhpmcounter5","","R/W","configuration","0",,"Machine performance monitoring counter 5. This counter countes Minion events. See Event register at offset 0x325 below.",,"MachineCounterTimers",,"machine"
"0xb06",,"Machine performance-monitoring counter","mhpmcounter6","","R/W","register","0","0xffffffffffffffff","Machine performance monitoring counter 6. This counter countes Minion events. See Event register at offset 0x326 below.",,"MachineCounterTimers",,"machine"
,"[63:0]","Machine performance-monitoring counter","mhpmcounter6","","R/W","configuration","0",,"Machine performance monitoring counter 6. This counter countes Minion events. See Event register at offset 0x326 below.",,"MachineCounterTimers",,"machine"
"0xb07",,"Machine performance-monitoring counter","mhpmcounter7","","R/W","register","0","0xffffffffffffffff","Machine performance monitoring counter 7. This counter countes Neighborhood events. See Event register at offset 0x327 below.",,"MachineCounterTimers",,"machine"
,"[63:0]","Machine performance-monitoring counter","mhpmcounter7","","R/W","configuration","0",,"Machine performance monitoring counter 7. This counter countes Neighborhood events. See Event register at offset 0x327 below.",,"MachineCounterTimers",,"machine"
"0xb08",,"Machine performance-monitoring counter","mhpmcounter8","","R/W","register","0","0xffffffffffffffff","Machine performance monitoring counter 8. This counter counts Neighborhood events. See Event register at offset 0x328 below.",,"MachineCounterTimers",,"machine"
,"[63:0]","Machine performance-monitoring counter","mhpmcounter8","","R/W","configuration","0",,"Machine performance monitoring counter 8. This counter counts Neighborhood events. See Event register at offset 0x328 below.",,"MachineCounterTimers",,"machine"
"0xb09",,"Machine performance-monitoring counter","mhpmcounter9","","R/W","register","",,"This register is not used.",,"MachineCounterTimers","0","machine"
,"[63:0]","Machine performance-monitoring counter","mhpmcounter9","","R/W","configuration","",,"This register is not used.",,"MachineCounterTimers","0","machine"
"0xb0a",,"Machine performance-monitoring counter","mhpmcounter10","","R/W","register","",,"This register is not used.",,"MachineCounterTimers","0","machine"
,"[63:0]","Machine performance-monitoring counter","mhpmcounter10","","R/W","configuration","",,"This register is not used.",,"MachineCounterTimers","0","machine"
"0xb0b",,"Machine performance-monitoring counter","mhpmcounter11","","R/W","register","",,"This register is not used.",,"MachineCounterTimers","0","machine"
,"[63:0]","Machine performance-monitoring counter","mhpmcounter11","","R/W","configuration","",,"This register is not used.",,"MachineCounterTimers","0","machine"
"0xb0c",,"Machine performance-monitoring counter","mhpmcounter12","","R/W","register","",,"This register is not used.",,"MachineCounterTimers","0","machine"
,"[63:0]","Machine performance-monitoring counter","mhpmcounter12","","R/W","configuration","",,"This register is not used.",,"MachineCounterTimers","0","machine"
"0xb0d",,"Machine performance-monitoring counter","mhpmcounter13","","R/W","register","",,"This register is not used.",,"MachineCounterTimers","0","machine"
,"[63:0]","Machine performance-monitoring counter","mhpmcounter13","","R/W","configuration","",,"This register is not used.",,"MachineCounterTimers","0","machine"
"0xb0e",,"Machine performance-monitoring counter","mhpmcounter14","","R/W","register","",,"This register is not used.",,"MachineCounterTimers","0","machine"
,"[63:0]","Machine performance-monitoring counter","mhpmcounter14","","R/W","configuration","",,"This register is not used.",,"MachineCounterTimers","0","machine"
"0xb0f",,"Machine performance-monitoring counter","mhpmcounter15","","R/W","register","",,"This register is not used.",,"MachineCounterTimers","0","machine"
,"[63:0]","Machine performance-monitoring counter","mhpmcounter15","","R/W","configuration","",,"This register is not used.",,"MachineCounterTimers","0","machine"
"0xb10",,"Machine performance-monitoring counter","mhpmcounter16","","R/W","register","",,"This register is not used.",,"MachineCounterTimers","0","machine"
,"[63:0]","Machine performance-monitoring counter","mhpmcounter16","","R/W","configuration","",,"This register is not used.",,"MachineCounterTimers","0","machine"
"0xb11",,"Machine performance-monitoring counter","mhpmcounter17","","R/W","register","",,"This register is not used.",,"MachineCounterTimers","0","machine"
,"[63:0]","Machine performance-monitoring counter","mhpmcounter17","","R/W","configuration","",,"This register is not used.",,"MachineCounterTimers","0","machine"
"0xb12",,"Machine performance-monitoring counter","mhpmcounter18","","R/W","register","",,"This register is not used.",,"MachineCounterTimers","0","machine"
,"[63:0]","Machine performance-monitoring counter","mhpmcounter18","","R/W","configuration","",,"This register is not used.",,"MachineCounterTimers","0","machine"
"0xb13",,"Machine performance-monitoring counter","mhpmcounter19","","R/W","register","",,"This register is not used.",,"MachineCounterTimers","0","machine"
,"[63:0]","Machine performance-monitoring counter","mhpmcounter19","","R/W","configuration","",,"This register is not used.",,"MachineCounterTimers","0","machine"
"0xb14",,"Machine performance-monitoring counter","mhpmcounter20","","R/W","register","",,"This register is not used.",,"MachineCounterTimers","0","machine"
,"[63:0]","Machine performance-monitoring counter","mhpmcounter20","","R/W","configuration","",,"This register is not used.",,"MachineCounterTimers","0","machine"
"0xb15",,"Machine performance-monitoring counter","mhpmcounter21","","R/W","register","",,"This register is not used.",,"MachineCounterTimers","0","machine"
,"[63:0]","Machine performance-monitoring counter","mhpmcounter21","","R/W","configuration","",,"This register is not used.",,"MachineCounterTimers","0","machine"
"0xb16",,"Machine performance-monitoring counter","mhpmcounter22","","R/W","register","",,"This register is not used.",,"MachineCounterTimers","0","machine"
,"[63:0]","Machine performance-monitoring counter","mhpmcounter22","","R/W","configuration","",,"This register is not used.",,"MachineCounterTimers","0","machine"
"0xb17",,"Machine performance-monitoring counter","mhpmcounter23","","R/W","register","",,"This register is not used.",,"MachineCounterTimers","0","machine"
,"[63:0]","Machine performance-monitoring counter","mhpmcounter23","","R/W","configuration","",,"This register is not used.",,"MachineCounterTimers","0","machine"
"0xb18",,"Machine performance-monitoring counter","mhpmcounter24","","R/W","register","",,"This register is not used.",,"MachineCounterTimers","0","machine"
,"[63:0]","Machine performance-monitoring counter","mhpmcounter24","","R/W","configuration","",,"This register is not used.",,"MachineCounterTimers","0","machine"
"0xb19",,"Machine performance-monitoring counter","mhpmcounter25","","R/W","register","",,"This register is not used.",,"MachineCounterTimers","0","machine"
,"[63:0]","Machine performance-monitoring counter","mhpmcounter25","","R/W","configuration","",,"This register is not used.",,"MachineCounterTimers","0","machine"
"0xb1a",,"Machine performance-monitoring counter","mhpmcounter26","","R/W","register","",,"This register is not used.",,"MachineCounterTimers","0","machine"
,"[63:0]","Machine performance-monitoring counter","mhpmcounter26","","R/W","configuration","",,"This register is not used.",,"MachineCounterTimers","0","machine"
"0xb1b",,"Machine performance-monitoring counter","mhpmcounter27","","R/W","register","",,"This register is not used.",,"MachineCounterTimers","0","machine"
,"[63:0]","Machine performance-monitoring counter","mhpmcounter27","","R/W","configuration","",,"This register is not used.",,"MachineCounterTimers","0","machine"
"0xb1c",,"Machine performance-monitoring counter","mhpmcounter28","","R/W","register","",,"This register is not used.",,"MachineCounterTimers","0","machine"
,"[63:0]","Machine performance-monitoring counter","mhpmcounter28","","R/W","configuration","",,"This register is not used.",,"MachineCounterTimers","0","machine"
"0xb1d",,"Machine performance-monitoring counter","mhpmcounter29","","R/W","register","",,"This register is not used.",,"MachineCounterTimers","0","machine"
,"[63:0]","Machine performance-monitoring counter","mhpmcounter29","","R/W","configuration","",,"This register is not used.",,"MachineCounterTimers","0","machine"
"0xb1e",,"Machine performance-monitoring counter","mhpmcounter30","","R/W","register","",,"This register is not used.",,"MachineCounterTimers","0","machine"
,"[63:0]","Machine performance-monitoring counter","mhpmcounter30","","R/W","configuration","",,"This register is not used.",,"MachineCounterTimers","0","machine"
"0xb1f",,"Machine performance-monitoring counter","mhpmcounter31","","R/W","register","",,"This register is not used.",,"MachineCounterTimers","0","machine"
,"[63:0]","Machine performance-monitoring counter","mhpmcounter31","","R/W","configuration","",,"This register is not used.",,"MachineCounterTimers","0","machine"
"0xc00",,"Cycle counter for RDCYCLE instruction","cycle","","R","register","0","0xffffffffffffffff","The CYCLE register is implemented as read-only, hardwired to 0. This means that writing the register traps execution with illegal instruction exception, and reading the register always returns 0.",,"UserCounterTimers",,"user"
,"[63:0]","Cycle counter for RDCYCLE instruction","cycle","","R","status","0",,"The CYCLE register is implemented as read-only, hardwired to 0. This means that writing the register traps execution with illegal instruction exception, and reading the register always returns 0.",,"UserCounterTimers",,"user"
"0xc01",,"Timer for RDTIME instruction","time","","R","register","0","0xffffffffffffffff","The TIME register is not implemented in hardware. Accessing this register traps execution with an illegal instruction exception. Its functionality can be provided using trap-and-emulate (this is one of the methods specifically suggested in the RISC-V spec).",,"UserCounterTimers",,"user"
,"[63:0]","Timer for RDTIME instruction","time","","R","status","0",,"The TIME register is not implemented in hardware. Accessing this register traps execution with an illegal instruction exception. Its functionality can be provided using trap-and-emulate (this is one of the methods specifically suggested in the RISC-V spec).",,"UserCounterTimers",,"user"
"0xc02",,"Instructions-retired counter for RDINSTRET instr","instret","","R","register","0","0xffffffffffffffff","The INSTRET register is implemented as read-only, hardwired to 0. This means that writing the register traps execution with illegal instruction exception, and reading the register always returns 0.",,"UserCounterTimers",,"user"
,"[63:0]","Instructions-retired counter for RDINSTRET instr","instret","","R","status","0",,"The INSTRET register is implemented as read-only, hardwired to 0. This means that writing the register traps execution with illegal instruction exception, and reading the register always returns 0.",,"UserCounterTimers",,"user"
"0xc03",,"Performance-Monitoring counter","hpmcounter3","","R","register","0","0xffffffffffffffff","Hardware performance monitor counter 3.","See PRM-0 for all","UserCounterTimers",,"user"
,"[63:0]","Performance-Monitoring counter","hpmcounter3","","R","status","0",,"Hardware performance monitor counter 3.","See PRM-0 for all","UserCounterTimers",,"user"
"0xc04",,"Performance-Monitoring counter","hpmcounter4","","R","register","0","0xffffffffffffffff","Hardware performance monitor counter 4.",,"UserCounterTimers",,"user"
,"[63:0]","Performance-Monitoring counter","hpmcounter4","","R","status","0",,"Hardware performance monitor counter 4.",,"UserCounterTimers",,"user"
"0xc05",,"Performance-Monitoring counter","hpmcounter5","","R","register","0","0xffffffffffffffff","Hardware performance monitor counter 5.",,"UserCounterTimers",,"user"
,"[63:0]","Performance-Monitoring counter","hpmcounter5","","R","status","0",,"Hardware performance monitor counter 5.",,"UserCounterTimers",,"user"
"0xc06",,"Performance-Monitoring counter","hpmcounter6","","R","register","0","0xffffffffffffffff","Hardware performance monitor counter 6.",,"UserCounterTimers",,"user"
,"[63:0]","Performance-Monitoring counter","hpmcounter6","","R","status","0",,"Hardware performance monitor counter 6.",,"UserCounterTimers",,"user"
"0xc07",,"Performance-Monitoring counter","hpmcounter7","","R","register","0","0xffffffffffffffff","Hardware performance monitor counter 7.",,"UserCounterTimers",,"user"
,"[63:0]","Performance-Monitoring counter","hpmcounter7","","R","status","0",,"Hardware performance monitor counter 7.",,"UserCounterTimers",,"user"
"0xc08",,"Performance-Monitoring counter","hpmcounter8","","R","register","0","0xffffffffffffffff","Hardware performance monitor counter 8.",,"UserCounterTimers",,"user"
,"[63:0]","Performance-Monitoring counter","hpmcounter8","","R","status","0",,"Hardware performance monitor counter 8.",,"UserCounterTimers",,"user"
"0xc09",,"Performance-Monitoring counter","hpmcounter9","","R","register","0","0xffffffffffffffff","This register is not implemented.",,"UserCounterTimers","0","user"
,"[63:0]","Performance-Monitoring counter","hpmcounter9","","R","status","0",,"This register is not implemented.",,"UserCounterTimers","0","user"
"0xc0a",,"Performance-Monitoring counter","hpmcounter10","","R","register","0","0xffffffffffffffff","This register is not implemented.",,"UserCounterTimers","0","user"
,"[63:0]","Performance-Monitoring counter","hpmcounter10","","R","status","0",,"This register is not implemented.",,"UserCounterTimers","0","user"
"0xc0b",,"Performance-Monitoring counter","hpmcounter11","","R","register","0","0xffffffffffffffff","This register is not implemented.",,"UserCounterTimers","0","user"
,"[63:0]","Performance-Monitoring counter","hpmcounter11","","R","status","0",,"This register is not implemented.",,"UserCounterTimers","0","user"
